Unnamed: 0,Airlines,Sources,Destinations,Duration,Total Stops,Date,Departure Time,Arrival Time,Prices
2016,"Air India, IndiGo",BOM,AMD,5h 20m,1 stop,2024-06-25,11:00,16:20,"₹ 10,128"
2017,"Vistara, Air India",BOM,AMD,4h 50m,1 stop,2024-06-25,17:25,22:15,"₹ 31,795"
2018,"Vistara, Air India",BOM,AMD,5h 20m,1 stop,2024-06-25,12:35,17:55,"₹ 32,335"
2019,"Air India, Vistara",BOM,AMD,4h 55m,1 stop,2024-06-25,18:00,22:55,"₹ 38,287"
2020,"Air India, Vistara",BOM,AMD,5h 00m,1 stop,2024-06-25,10:00,15:00,"₹ 38,449"
2021,IndiGo,BOM,AMD,1h 10m,direct,2024-06-26,06:20,07:30,"₹ 2,118"
2022,Akasa Air,BOM,AMD,1h 15m,direct,2024-06-26,01:10,02:25,"₹ 1,945"
2023,Air India,BOM,AMD,1h 20m,direct,2024-06-26,15:30,16:50,"₹ 2,146"
2024,Vistara,BOM,AMD,1h 30m,direct,2024-06-26,06:20,07:50,"₹ 1,969"
2025,Akasa Air,BOM,AMD,1h 20m,direct,2024-06-26,20:30,21:50,"₹ 2,249"
2026,Vistara,BOM,AMD,1h 20m,direct,2024-06-26,14:50,16:10,"₹ 2,368"
2027,IndiGo,BOM,AMD,1h 10m,direct,2024-06-26,20:00,21:10,"₹ 2,400"
2028,Air India,BOM,AMD,1h 15m,direct,2024-06-26,18:35,19:50,"₹ 2,502"
2029,Akasa Air,BOM,AMD,1h 30m,direct,2024-06-26,08:50,10:20,"₹ 2,300"
2030,IndiGo,BOM,AMD,1h 15m,direct,2024-06-26,18:25,19:40,"₹ 2,400"
2031,IndiGo,BOM,AMD,1h 10m,direct,2024-06-26,15:15,16:25,"₹ 2,550"
2032,IndiGo,BOM,AMD,1h 15m,direct,2024-06-26,14:00,15:15,"₹ 2,550"
2033,IndiGo,BOM,AMD,1h 05m,direct,2024-06-26,04:05,05:10,"₹ 2,014"
2034,IndiGo,BOM,AMD,1h 10m,direct,2024-06-26,02:25,03:35,"₹ 2,014"
2035,Vistara,BOM,AMD,1h 10m,direct,2024-06-26,22:45,23:55,"₹ 2,368"
2036,IndiGo,BOM,AMD,1h 20m,direct,2024-06-26,16:50,18:10,"₹ 2,881"
2037,IndiGo,BOM,AMD,1h 15m,direct,2024-06-26,21:25,22:40,"₹ 2,400"
2038,Air India,BOM,AMD,1h 55m,direct,2024-06-26,05:30,07:25,"₹ 1,968"
2039,Air India,BOM,AMD,5h 20m,1 stop,2024-06-26,16:00,21:20,"₹ 8,333"
2040,Vistara,BOM,AMD,4h 55m,1 stop,2024-06-26,14:40,19:35,"₹ 9,337"
2041,Air India,BOM,AMD,4h 55m,1 stop,2024-06-26,13:00,17:55,"₹ 9,598"
2042,Vistara,BOM,AMD,4h 35m,1 stop,2024-06-26,10:25,15:00,"₹ 10,114"
2043,Vistara,BOM,AMD,4h 25m,1 stop,2024-06-26,18:30,22:55,"₹ 10,303"
2044,IndiGo,BOM,AMD,1h 15m,direct,2024-06-26,08:20,09:35,"₹ 13,339"
2045,"Vistara, Air India",BOM,AMD,5h 20m,1 stop,2024-06-26,12:35,17:55,"₹ 32,335"
2046,"Air India, Vistara",BOM,AMD,4h 55m,1 stop,2024-06-26,18:00,22:55,"₹ 38,287"
2047,"Air India, Vistara",BOM,AMD,5h 00m,1 stop,2024-06-26,10:00,15:00,"₹ 38,449"
2048,Vistara,BOM,AMD,4h 55m,1 stop,2024-06-26,18:00,22:55,"₹ 39,554"
2049,"Vistara, Air India",BOM,AMD,4h 50m,1 stop,2024-06-26,17:25,22:15,"₹ 62,259"
2050,Air India,BOM,AMD,1h 15m,direct,2024-06-27,18:35,19:50,"₹ 2,480"
2051,Akasa Air,BOM,AMD,1h 15m,direct,2024-06-27,01:10,02:25,"₹ 1,945"
2052,Vistara,BOM,AMD,1h 30m,direct,2024-06-27,06:20,07:50,"₹ 1,978"
2053,IndiGo,BOM,AMD,1h 10m,direct,2024-06-27,06:20,07:30,"₹ 2,118"
2054,Akasa Air,BOM,AMD,1h 20m,direct,2024-06-27,08:50,10:10,"₹ 2,245"
2055,Akasa Air,BOM,AMD,1h 20m,direct,2024-06-27,20:30,21:50,"₹ 2,300"
2056,IndiGo,BOM,AMD,1h 15m,direct,2024-06-27,18:25,19:40,"₹ 2,400"
2057,IndiGo,BOM,AMD,1h 10m,direct,2024-06-27,20:00,21:10,"₹ 2,400"
2058,IndiGo,BOM,AMD,1h 10m,direct,2024-06-27,02:25,03:35,"₹ 2,014"
2059,IndiGo,BOM,AMD,1h 10m,direct,2024-06-27,04:00,05:10,"₹ 2,014"
2060,IndiGo,BOM,AMD,1h 15m,direct,2024-06-27,00:45,02:00,"₹ 2,014"
2061,Vistara,BOM,AMD,1h 10m,direct,2024-06-27,22:45,23:55,"₹ 2,368"
2062,IndiGo,BOM,AMD,1h 15m,direct,2024-06-27,21:25,22:40,"₹ 2,400"
2063,IndiGo,BOM,AMD,1h 10m,direct,2024-06-27,15:15,16:25,"₹ 3,546"
2064,IndiGo,BOM,AMD,1h 20m,direct,2024-06-27,16:50,18:10,"₹ 3,546"
2065,Air India,BOM,AMD,1h 55m,direct,2024-06-27,05:30,07:25,"₹ 1,968"
2066,Vistara,BOM,AMD,1h 40m,direct,2024-06-27,15:05,16:45,"₹ 3,778"
2067,IndiGo,BOM,AMD,1h 15m,direct,2024-06-27,08:20,09:35,"₹ 7,696"
2068,Air India,BOM,AMD,5h 30m,1 stop,2024-06-27,01:30,07:00,"₹ 7,356"
2069,Air India,BOM,AMD,5h 20m,1 stop,2024-06-27,16:00,21:20,"₹ 7,463"
2070,Air India,BOM,AMD,5h 00m,1 stop,2024-06-27,08:00,13:00,"₹ 7,867"
2071,Vistara,BOM,AMD,5h 30m,1 stop,2024-06-27,17:25,22:55,"₹ 8,258"
2072,Vistara,BOM,AMD,4h 25m,1 stop,2024-06-27,18:30,22:55,"₹ 8,845"
2073,"Air India Express, IndiGo",BOM,AMD,4h 10m,1 stop,2024-06-27,15:50,20:00,"₹ 9,179"
2074,Air India,BOM,AMD,4h 55m,1 stop,2024-06-27,13:00,17:55,"₹ 9,690"
2075,Vistara,BOM,AMD,4h 35m,1 stop,2024-06-27,10:25,15:00,"₹ 10,871"
2076,"Air India, IndiGo",BOM,AMD,5h 20m,1 stop,2024-06-27,11:00,16:20,"₹ 10,103"
2077,IndiGo,BOM,AMD,5h 20m,1 stop,2024-06-27,10:25,15:45,"₹ 11,455"
2078,Vistara,BOM,AMD,5h 30m,1 stop,2024-06-27,11:25,16:55,"₹ 12,456"
2079,Vistara,BOM,AMD,5h 45m,1 stop,2024-06-27,17:30,23:15,"₹ 12,742"
2080,Vistara,BOM,AMD,5h 25m,1 stop,2024-06-27,07:00,12:25,"₹ 14,793"
2081,"Vistara, Air India",BOM,AMD,5h 00m,1 stop,2024-06-27,06:30,11:30,"₹ 31,792"
2082,"Vistara, Air India",BOM,AMD,5h 35m,1 stop,2024-06-27,05:55,11:30,"₹ 31,818"
2083,"Vistara, Air India",BOM,AMD,4h 50m,1 stop,2024-06-27,17:25,22:15,"₹ 32,128"
2084,"Air India, Vistara",BOM,AMD,4h 55m,1 stop,2024-06-27,18:00,22:55,"₹ 38,287"
2085,"Air India, Vistara",BOM,AMD,5h 00m,1 stop,2024-06-27,10:00,15:00,"₹ 38,449"
2086,"Vistara, Air India",BOM,AMD,5h 20m,1 stop,2024-06-27,12:35,17:55,"₹ 62,259"
2087,"Vistara, Air India",BOM,AMD,5h 30m,1 stop,2024-06-27,07:30,13:00,"₹ 62,259"
2088,"Vistara, Air India",BOM,AMD,5h 35m,1 stop,2024-06-27,15:45,21:20,"₹ 62,259"
2089,"Air India, Vistara",BOM,AMD,5h 45m,1 stop,2024-06-27,06:40,12:25,"₹ 62,751"
2090,Air India,BOM,AMD,1h 20m,direct,2024-06-28,15:30,16:50,"₹ 2,146"
2091,Akasa Air,BOM,AMD,1h 15m,direct,2024-06-28,01:10,02:25,"₹ 1,945"
2092,Vistara,BOM,AMD,1h 30m,direct,2024-06-28,06:20,07:50,"₹ 1,978"
2093,IndiGo,BOM,AMD,1h 10m,direct,2024-06-28,06:20,07:30,"₹ 2,118"
2094,Akasa Air,BOM,AMD,1h 20m,direct,2024-06-28,08:50,10:10,"₹ 2,239"
2095,Akasa Air,BOM,AMD,1h 20m,direct,2024-06-28,20:30,21:50,"₹ 2,290"
2096,Air India,BOM,AMD,1h 15m,direct,2024-06-28,18:35,19:50,"₹ 2,502"
2097,IndiGo,BOM,AMD,1h 10m,direct,2024-06-28,20:00,21:10,"₹ 2,400"
2098,IndiGo,BOM,AMD,1h 15m,direct,2024-06-28,18:25,19:40,"₹ 2,400"
2099,IndiGo,BOM,AMD,1h 10m,direct,2024-06-28,15:15,16:25,"₹ 2,715"
2100,IndiGo,BOM,AMD,1h 05m,direct,2024-06-28,04:05,05:10,"₹ 2,014"
2101,Vistara,BOM,AMD,1h 40m,direct,2024-06-28,15:05,16:45,"₹ 2,769"
2102,Air India,BOM,AMD,1h 55m,direct,2024-06-28,05:30,07:25,"₹ 1,962"
2103,IndiGo,BOM,AMD,1h 10m,direct,2024-06-28,02:25,03:35,"₹ 2,014"
2104,IndiGo,BOM,AMD,1h 15m,direct,2024-06-28,00:45,02:00,"₹ 2,014"
2105,IndiGo,BOM,AMD,1h 15m,direct,2024-06-28,21:25,22:40,"₹ 2,400"
2106,Vistara,BOM,AMD,1h 10m,direct,2024-06-28,22:45,23:55,"₹ 3,748"
2107,IndiGo,BOM,AMD,1h 20m,direct,2024-06-28,16:50,18:10,"₹ 4,044"
2108,IndiGo,BOM,AMD,1h 15m,direct,2024-06-28,08:20,09:35,"₹ 5,870"
2109,Air India,BOM,AMD,5h 20m,1 stop,2024-06-28,16:00,21:20,"₹ 7,999"
2110,Air India,BOM,AMD,5h 00m,1 stop,2024-06-28,08:00,13:00,"₹ 8,228"
2111,Air India,BOM,AMD,4h 55m,1 stop,2024-06-28,13:00,17:55,"₹ 9,690"
2112,Vistara,BOM,AMD,4h 55m,1 stop,2024-06-28,14:40,19:35,"₹ 10,848"
2113,Vistara,BOM,AMD,4h 35m,1 stop,2024-06-28,10:25,15:00,"₹ 11,109"
2114,Vistara,BOM,AMD,4h 25m,1 stop,2024-06-28,18:30,22:55,"₹ 15,575"
2115,"Air India, Vistara",BOM,AMD,4h 55m,1 stop,2024-06-28,18:00,22:55,"₹ 38,287"
2116,"Air India, Vistara",BOM,AMD,5h 00m,1 stop,2024-06-28,10:00,15:00,"₹ 38,449"
2117,"Vistara, Air India",BOM,AMD,4h 50m,1 stop,2024-06-28,17:25,22:15,"₹ 64,061"
2118,"Vistara, Air India",BOM,AMD,5h 20m,1 stop,2024-06-28,12:35,17:55,"₹ 64,061"
2119,IndiGo,BOM,JLR,5h 30m,1 stop,2024-06-27,09:45,15:15,"₹ 11,159"
2120,IndiGo,BOM,JLR,8h 15m,1 stop,2024-06-27,07:00,15:15,"₹ 10,913"
2121,IndiGo,BOM,JLR,6h 45m,1 stop,2024-06-27,08:30,15:15,"₹ 11,076"
2122,IndiGo,BOM,JLR,7h 30m,1 stop,2024-06-27,07:45,15:15,"₹ 10,997"
2123,IndiGo,BOM,JLR,6h 40m,1 stop,2024-06-27,12:30,19:10,"₹ 16,792"
2124,IndiGo,BOM,JLR,8h 55m,1 stop,2024-06-27,10:15,19:10,"₹ 15,035"
2125,Hahn Air Systems,BOM,JLR,20h 25m,1 stop,2024-06-27,23:10,19:35+1,"₹ 38,117"
2126,Hahn Air Systems,BOM,JLR,28h 50m,2 stops,2024-06-27,14:45,19:35+1,"₹ 63,957"
2127,Hahn Air Systems,BOM,JLR,28h 50m,2 stops,2024-06-27,14:45,19:35+1,"₹ 63,957"
2128,Hahn Air Systems,BOM,JLR,28h 50m,2 stops,2024-06-27,14:45,19:35+1,"₹ 66,231"
2129,Hahn Air Systems,BOM,JLR,28h 50m,2 stops,2024-06-27,14:45,19:35+1,"₹ 66,231"
2130,Hahn Air Systems,BOM,JLR,31h 30m,2 stops,2024-06-27,12:05,19:35+1,"₹ 61,215"
2131,Hahn Air Systems,BOM,JLR,31h 10m,2 stops,2024-06-27,12:25,19:35+1,"₹ 63,957"
2132,Hahn Air Systems,BOM,JLR,31h 10m,2 stops,2024-06-27,12:25,19:35+1,"₹ 63,957"
2133,Hahn Air Systems,BOM,JLR,37h 45m,2 stops,2024-06-27,05:50,19:35+1,"₹ 63,957"
2134,IndiGo,BOM,JLR,8h 55m,1 stop,2024-06-27,10:15,19:10,"₹ 15,035"
2135,"Air India, IndiGo",BOM,JLR,8h 10m,1 stop,2024-06-27,11:00,19:10,"₹ 17,346"
2136,IndiGo,BOM,JLR,13h 05m,1 stop,2024-06-27,18:30,07:35+1,"₹ 10,145"
2137,IndiGo,BOM,JLR,14h 45m,1 stop,2024-06-27,16:50,07:35+1,"₹ 10,845"
2138,"SpiceJet, IndiGo",BOM,JLR,11h 00m,1 stop,2024-06-27,04:15,15:15,"₹ 11,097"
2139,IndiGo,BOM,JLR,12h 15m,1 stop,2024-06-27,03:00,15:15,"₹ 11,107"
2140,IndiGo,BOM,JLR,11h 05m,1 stop,2024-06-27,08:05,19:10,"₹ 15,186"
2141,"Air India Express, IndiGo",BOM,JLR,14h 35m,1 stop,2024-06-27,00:40,15:15,"₹ 10,346"
2142,IndiGo,BOM,JLR,14h 50m,2 stops,2024-06-27,16:45,07:35+1,"₹ 13,808"
2143,Qatar Airways,DEL,BOM,9h 40m,1 stop,2024-06-22,17:00,02:40+1,"₹ 99,653"
2144,Malaysia Airlines,DEL,BOM,23h 15m,1 stop,2024-06-22,23:00,22:15+1,"₹ 64,024"
2145,Ethiopian Air,DEL,BOM,16h 30m,1 stop,2024-06-22,09:35,02:05+1,"₹ 70,021"
2146,Qatar Airways,DEL,BOM,15h 35m,1 stop,2024-06-22,10:35,02:10+1,"₹ 90,749"
2147,Qatar Airways,DEL,BOM,16h 05m,1 stop,2024-06-22,10:35,02:40+1,"₹ 112,657"
2148,Oman Air,DEL,BOM,21h 20m,1 stop,2024-06-22,16:00,13:20+1,"₹ 67,611"
2149,Qatar Airways,DEL,BOM,21h 25m,1 stop,2024-06-22,10:35,08:00+1,"₹ 88,360"
2150,Ethiopian Air,DEL,BOM,22h 55m,1 stop,2024-06-22,09:35,08:30+1,"₹ 86,642"
2151,Qatar Airways,DEL,BOM,22h 45m,1 stop,2024-06-22,03:25,02:10+1,"₹ 90,749"
2152,Ethiopian Air,DEL,BOM,23h 50m,1 stop,2024-06-22,02:15,02:05+1,"₹ 90,895"
2153,Qatar Airways,DEL,BOM,28h 35m,1 stop,2024-06-22,03:25,08:00+1,"₹ 88,360"
2154,Qatar Airways,DEL,BOM,23h 15m,1 stop,2024-06-22,03:25,02:40+1,"₹ 112,657"
2155,Ethiopian Air,DEL,BOM,30h 15m,1 stop,2024-06-22,02:15,08:30+1,"₹ 107,521"
2156,Qatar Airways,DEL,BOM,9h 40m,1 stop,2024-06-23,17:00,02:40+1,"₹ 79,462"
2157,Ethiopian Air,DEL,BOM,16h 30m,1 stop,2024-06-23,09:35,02:05+1,"₹ 70,021"
2158,Qatar Airways,DEL,BOM,15h 35m,1 stop,2024-06-23,10:35,02:10+1,"₹ 85,184"
2159,Qatar Airways,DEL,BOM,16h 05m,1 stop,2024-06-23,10:35,02:40+1,"₹ 90,849"
2160,Qatar Airways,DEL,BOM,21h 25m,1 stop,2024-06-23,10:35,08:00+1,"₹ 81,913"
2161,Qatar Airways,DEL,BOM,22h 20m,1 stop,2024-06-23,04:20,02:40+1,"₹ 83,971"
2162,Ethiopian Air,DEL,BOM,22h 55m,1 stop,2024-06-23,09:35,08:30+1,"₹ 86,642"
2163,Ethiopian Air,DEL,BOM,23h 50m,1 stop,2024-06-23,02:15,02:05+1,"₹ 90,895"
2164,Qatar Airways,DEL,BOM,28h 35m,1 stop,2024-06-23,03:25,08:00+1,"₹ 93,694"
2165,Qatar Airways,DEL,BOM,22h 45m,1 stop,2024-06-23,03:25,02:10+1,"₹ 95,532"
2166,Qatar Airways,DEL,BOM,23h 15m,1 stop,2024-06-23,03:25,02:40+1,"₹ 101,758"
2167,Ethiopian Air,DEL,BOM,30h 15m,1 stop,2024-06-23,02:15,08:30+1,"₹ 107,521"
2168,Air India,DEL,BOM,2h 10m,direct,2024-06-24,19:10,21:20,"₹ 5,042"
2169,"Air India Express, Air India Express",DEL,BOM,9h 05m,1 stop,2024-06-24,10:50,19:55,"₹ 4,984"
2170,Vistara,DEL,BOM,2h 05m,direct,2024-06-24,11:40,13:45,"₹ 5,626"
2171,Air India,DEL,BOM,2h 15m,direct,2024-06-24,14:45,17:00,"₹ 5,042"
2172,Air India,DEL,BOM,2h 15m,direct,2024-06-24,14:00,16:15,"₹ 5,042"
2173,SpiceJet,DEL,BOM,2h 05m,direct,2024-06-24,19:55,22:00,"₹ 5,087"
2174,Vistara,DEL,BOM,2h 15m,direct,2024-06-24,16:50,19:05,"₹ 5,218"
2175,Vistara,DEL,BOM,2h 15m,direct,2024-06-24,19:45,22:00,"₹ 5,218"
2176,IndiGo,DEL,BOM,2h 05m,direct,2024-06-24,15:15,17:20,"₹ 5,355"
2177,IndiGo,DEL,BOM,2h 05m,direct,2024-06-24,16:15,18:20,"₹ 5,376"
2178,IndiGo,DEL,BOM,2h 05m,direct,2024-06-24,18:15,20:20,"₹ 5,376"
2179,Vistara,DEL,BOM,2h 10m,direct,2024-06-24,12:50,15:00,"₹ 5,485"
2180,Akasa Air,DEL,BOM,2h 10m,direct,2024-06-24,10:50,13:00,"₹ 5,532"
2181,Vistara,DEL,BOM,2h 05m,direct,2024-06-24,14:20,16:25,"₹ 6,193"
2182,SpiceJet,DEL,BOM,2h 15m,direct,2024-06-24,20:15,22:30,"₹ 4,899"
2183,Air India,DEL,BOM,2h 20m,direct,2024-06-24,10:45,13:05,"₹ 5,147"
2184,IndiGo,DEL,BOM,2h 05m,direct,2024-06-24,18:15,20:20,"₹ 5,376"
2185,Vistara,DEL,BOM,2h 10m,direct,2024-06-24,12:50,15:00,"₹ 5,485"
2186,Vistara,DEL,BOM,2h 05m,direct,2024-06-24,14:20,16:25,"₹ 6,193"
2187,SpiceJet,DEL,BOM,2h 15m,direct,2024-06-24,20:15,22:30,"₹ 4,899"
2188,Air India,DEL,BOM,2h 50m,direct,2024-06-24,17:15,20:05,"₹ 5,042"
2189,IndiGo,DEL,BOM,2h 10m,direct,2024-06-24,19:15,21:25,"₹ 5,218"
2190,IndiGo,DEL,BOM,2h 15m,direct,2024-06-24,11:15,13:30,"₹ 5,218"
2191,IndiGo,DEL,BOM,2h 20m,direct,2024-06-24,20:00,22:20,"₹ 5,218"
2192,IndiGo,DEL,BOM,2h 10m,direct,2024-06-24,12:30,14:40,"₹ 5,376"
2193,IndiGo,DEL,BOM,2h 10m,direct,2024-06-24,17:15,19:25,"₹ 5,376"
2194,SpiceJet,DEL,BOM,2h 10m,direct,2024-06-24,06:10,08:20,"₹ 5,399"
2195,IndiGo,DEL,BOM,2h 15m,direct,2024-06-24,10:00,12:15,"₹ 5,586"
2196,Air India,DEL,BOM,2h 20m,direct,2024-06-24,09:00,11:20,"₹ 5,873"
2197,Vistara,DEL,BOM,2h 15m,direct,2024-06-24,10:20,12:35,"₹ 5,893"
2198,IndiGo,DEL,BOM,2h 00m,direct,2024-06-24,14:10,16:10,"₹ 6,426"
2199,Vistara,DEL,BOM,2h 15m,direct,2024-06-24,19:00,21:15,"₹ 6,488"
2200,Vistara,DEL,BOM,2h 05m,direct,2024-06-24,15:30,17:35,"₹ 6,666"
2201,Vistara,DEL,BOM,2h 10m,direct,2024-06-24,09:30,11:40,"₹ 7,022"
2202,Vistara,DEL,BOM,2h 10m,direct,2024-06-24,17:50,20:00,"₹ 7,022"
2203,IndiGo,DEL,BOM,2h 05m,direct,2024-06-24,09:00,11:05,"₹ 6,426"
2204,IndiGo,DEL,BOM,1h 55m,direct,2024-06-24,06:00,07:55,"₹ 6,583"
2205,Air India,DEL,BOM,2h 15m,direct,2024-06-24,07:00,09:15,"₹ 7,349"
2206,Air India,DEL,BOM,2h 15m,direct,2024-06-24,22:30,00:45+1,"₹ 5,042"
2207,Air India,DEL,BOM,2h 15m,direct,2024-06-24,21:20,23:35,"₹ 5,042"
2208,Air India,DEL,BOM,2h 15m,direct,2024-06-24,02:15,04:30,"₹ 5,042"
2209,Vistara,DEL,BOM,2h 10m,direct,2024-06-24,21:30,23:40,"₹ 5,218"
2210,Vistara,DEL,BOM,2h 20m,direct,2024-06-24,21:55,00:15+1,"₹ 5,218"
2211,IndiGo,DEL,BOM,2h 10m,direct,2024-06-24,22:15,00:25+1,"₹ 5,355"
2212,IndiGo,DEL,BOM,2h 10m,direct,2024-06-24,23:30,01:40+1,"₹ 5,355"
2213,IndiGo,DEL,BOM,2h 15m,direct,2024-06-24,21:00,23:15,"₹ 5,355"
2214,IndiGo,DEL,BOM,1h 55m,direct,2024-06-24,03:45,05:40,"₹ 5,376"
2215,IndiGo,DEL,BOM,2h 00m,direct,2024-06-24,02:00,04:00,"₹ 5,376"
2216,Air India,DEL,BOM,3h 35m,1 stop,2024-06-24,14:30,18:05,"₹ 5,567"
2217,Air India,DEL,BOM,3h 35m,direct,2024-06-24,14:30,18:05,"₹ 5,598"
2218,IndiGo,DEL,BOM,3h 40m,1 stop,2024-06-24,20:40,00:20+1,"₹ 5,848"
2219,IndiGo,DEL,BOM,2h 10m,direct,2024-06-24,08:00,10:10,"₹ 8,106"
2220,IndiGo,DEL,BOM,1h 55m,direct,2024-06-24,07:00,08:55,"₹ 9,576"
2221,Air India,DEL,BOM,2h 20m,direct,2024-06-24,08:00,10:20,"₹ 9,659"
2222,IndiGo,DEL,BOM,5h 00m,1 stop,2024-06-24,13:25,18:25,"₹ 5,894"
2223,IndiGo,DEL,BOM,4h 40m,1 stop,2024-06-24,20:55,01:35+1,"₹ 5,905"
2224,IndiGo,DEL,BOM,2h 10m,direct,2024-06-24,05:00,07:10,"₹ 6,111"
2225,Vistara,DEL,BOM,5h 30m,1 stop,2024-06-24,13:30,19:00,"₹ 6,399"
2226,Air India Express,DEL,BOM,3h 55m,1 stop,2024-06-24,18:55,22:50,"₹ 7,041"
2227,Air India Express,DEL,BOM,3h 55m,direct,2024-06-24,18:55,22:50,"₹ 7,377"
2228,IndiGo,DEL,BOM,3h 50m,1 stop,2024-06-24,19:30,23:20,"₹ 7,655"
2229,Vistara,DEL,BOM,2h 10m,direct,2024-06-24,05:50,08:00,"₹ 7,823"
2230,Vistara,DEL,BOM,2h 15m,direct,2024-06-24,08:55,11:10,"₹ 12,262"
2231,IndiGo,DEL,BOM,4h 05m,1 stop,2024-06-24,04:45,08:50,"₹ 5,401"
2232,IndiGo,DEL,BOM,5h 25m,1 stop,2024-06-24,23:00,04:25+1,"₹ 5,562"
2233,IndiGo,DEL,BOM,6h 25m,1 stop,2024-06-24,23:00,05:25+1,"₹ 5,562"
2234,IndiGo,DEL,BOM,5h 05m,1 stop,2024-06-24,04:45,09:50,"₹ 5,597"
2235,IndiGo,DEL,BOM,7h 30m,1 stop,2024-06-24,20:55,04:25+1,"₹ 5,708"
2236,IndiGo,DEL,BOM,6h 15m,1 stop,2024-06-24,13:25,19:40,"₹ 5,894"
2237,IndiGo,DEL,BOM,6h 25m,1 stop,2024-06-24,12:00,18:25,"₹ 5,894"
2238,IndiGo,DEL,BOM,7h 40m,1 stop,2024-06-24,12:00,19:40,"₹ 5,894"
2239,Air India,DEL,BOM,4h 10m,1 stop,2024-06-24,05:20,09:30,"₹ 6,222"
2240,IndiGo,DEL,BOM,5h 45m,1 stop,2024-06-24,06:10,11:55,"₹ 6,300"
2241,IndiGo,DEL,BOM,7h 25m,1 stop,2024-06-24,13:25,20:50,"₹ 6,536"
2242,IndiGo,DEL,BOM,6h 25m,1 stop,2024-06-24,19:10,01:35+1,"₹ 6,855"
2243,IndiGo,DEL,BOM,4h 55m,1 stop,2024-06-24,19:10,00:05+1,"₹ 6,990"
2244,IndiGo,DEL,BOM,6h 25m,1 stop,2024-06-24,18:40,01:05+1,"₹ 7,047"
2245,Air India,DEL,BOM,5h 10m,1 stop,2024-06-24,09:40,14:50,"₹ 7,521"
2246,Air India,DEL,BOM,7h 25m,1 stop,2024-06-24,11:10,18:35,"₹ 7,521"
2247,Air India,DEL,BOM,6h 55m,1 stop,2024-06-24,17:00,23:55,"₹ 7,567"
2248,IndiGo,DEL,BOM,5h 15m,1 stop,2024-06-24,05:55,11:10,"₹ 7,603"
2249,IndiGo,DEL,BOM,4h 35m,1 stop,2024-06-24,07:20,11:55,"₹ 7,801"
2250,IndiGo,DEL,BOM,5h 00m,1 stop,2024-06-24,15:45,20:45,"₹ 8,368"
2251,IndiGo,DEL,BOM,5h 50m,1 stop,2024-06-24,10:55,16:45,"₹ 8,655"
2252,IndiGo,DEL,BOM,6h 35m,1 stop,2024-06-24,09:20,15:55,"₹ 8,664"
2253,Air India,DEL,BOM,5h 05m,1 stop,2024-06-24,13:00,18:05,"₹ 8,713"
2254,IndiGo,DEL,BOM,5h 35m,1 stop,2024-06-24,16:45,22:20,"₹ 8,928"
2255,Air India,DEL,BOM,5h 40m,1 stop,2024-06-24,16:20,22:00,"₹ 9,514"
2256,Vistara,DEL,BOM,5h 35m,1 stop,2024-06-24,17:35,23:10,"₹ 9,780"
2257,Air India,DEL,BOM,6h 45m,1 stop,2024-06-24,17:25,00:10+1,"₹ 9,795"
2258,Vistara,DEL,BOM,4h 40m,1 stop,2024-06-24,10:25,15:05,"₹ 9,958"
2259,IndiGo,DEL,BOM,4h 30m,1 stop,2024-06-24,17:40,22:10,"₹ 10,083"
2260,Air India,DEL,BOM,6h 00m,1 stop,2024-06-24,17:20,23:20,"₹ 11,142"
2261,Vistara,DEL,BOM,5h 40m,1 stop,2024-06-24,17:40,23:20,"₹ 11,544"
2262,Vistara,DEL,BOM,4h 50m,1 stop,2024-06-24,14:45,19:35,"₹ 12,526"
2263,"Air India Express, Air India Express",DEL,BOM,9h 05m,1 stop,2024-06-24,10:50,19:55,"₹ 4,984"
2264,Vistara,DEL,BOM,8h 50m,1 stop,2024-06-24,21:25,06:15+1,"₹ 5,355"
2265,IndiGo,DEL,BOM,7h 10m,1 stop,2024-06-24,04:45,11:55,"₹ 5,474"
2266,IndiGo,DEL,BOM,8h 35m,1 stop,2024-06-24,05:55,14:30,"₹ 5,537"
2267,IndiGo,DEL,BOM,8h 15m,1 stop,2024-06-24,16:50,01:05+1,"₹ 5,827"
2268,IndiGo,DEL,BOM,8h 30m,1 stop,2024-06-24,20:55,05:25+1,"₹ 6,058"
2269,IndiGo,DEL,BOM,8h 50m,1 stop,2024-06-24,12:00,20:50,"₹ 6,924"
2270,Air India,DEL,BOM,8h 15m,1 stop,2024-06-24,05:55,14:10,"₹ 7,385"
2271,Air India,DEL,BOM,8h 55m,1 stop,2024-06-24,09:40,18:35,"₹ 7,521"
2272,IndiGo,DEL,BOM,8h 15m,1 stop,2024-06-24,15:05,23:20,"₹ 7,655"
2273,Air India,DEL,BOM,6h 50m,1 stop,2024-06-24,04:50,11:40,"₹ 9,069"
2274,Air India,DEL,BOM,6h 45m,1 stop,2024-06-24,04:55,11:40,"₹ 9,111"
2275,Air India,DEL,BOM,7h 25m,1 stop,2024-06-24,02:30,09:55,"₹ 9,389"
2276,"SpiceJet, IndiGo",DEL,BOM,7h 35m,1 stop,2024-06-24,23:40,07:15+1,"₹ 9,834"
2277,IndiGo,DEL,BOM,4h 40m,1 stop,2024-06-24,05:10,09:50,"₹ 9,944"
